hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,83,2015,August,32,3,2,5,2,0.0,0,bb,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,162.14,0,1,Check-Out,2015-08-10
Resort Hotel,1,82,2015,August,32,3,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,0,Canceled,2015-07-06
Resort Hotel,1,61,2015,August,32,3,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,153.0,0,0,Canceled,2015-07-23
Resort Hotel,0,94,2015,August,32,4,0,0,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,0.0,0,Transient,0.0,0,1,Check-Out,2015-08-04
Resort Hotel,0,1,2015,August,32,4,0,0,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,0.0,0,Transient,0.0,0,2,Check-Out,2015-08-04
Resort Hotel,0,0,2015,August,32,4,0,1,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0.0,0,Transient,172.0,0,0,Check-Out,2015-08-05
Resort Hotel,1,61,2015,August,32,4,0,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,153.0,0,0,Canceled,2015-07-06
Resort Hotel,0,140,2015,August,32,4,2,5,2,0.0,0,bb,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0.0,0,Transient-Party,90.95,1,0,Check-Out,2015-08-11
Resort Hotel,0,6,2015,August,32,4,2,5,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,188.29,0,2,Check-Out,2015-08-11
Resort Hotel,0,140,2015,August,32,4,2,5,2,0.0,0,bb,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0.0,0,Transient-Party,90.95,0,0,Check-Out,2015-08-11
Resort Hotel,0,81,2015,August,32,4,2,8,2,0.0,0,hb,RUS,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0.0,0,Transient,187.8,0,1,Check-Out,2015-08-14
Resort Hotel,0,65,2015,August,32,5,0,0,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,261.0,0.0,0,Transient,0.0,0,0,Check-Out,2015-08-05
Resort Hotel,1,0,2015,August,32,5,0,1,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,0.0,0.0,0,Transient,172.0,0,1,Canceled,2015-08-05
Resort Hotel,0,2,2015,August,32,5,0,1,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,171.9,0,0,Check-Out,2015-08-06
Resort Hotel,0,0,2015,August,32,5,0,1,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,L,F,0,No Deposit,0.0,0.0,0,Transient,200.0,0,0,Check-Out,2015-08-06
Resort Hotel,1,114,2015,August,32,5,0,3,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,149.4,0,0,Canceled,2015-07-04
Resort Hotel,1,111,2015,August,32,5,0,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0.0,0,Transient,154.0,0,1,Canceled,2015-06-15
Resort Hotel,0,44,2015,August,32,5,0,4,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,148.25,1,0,Check-Out,2015-08-09
Resort Hotel,0,139,2015,August,32,5,0,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,172.0,0,1,Check-Out,2015-08-09
Resort Hotel,1,57,2015,August,32,5,1,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,183.0,0,0,Canceled,2015-07-23
Resort Hotel,1,117,2015,August,32,5,2,6,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,166.0,0,0,Canceled,2015-04-22
Resort Hotel,0,2,2015,August,32,6,0,1,2,0.0,0,bb,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,172.0,0,0,Check-Out,2015-08-07
Resort Hotel,1,118,2015,August,32,6,0,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,0,Canceled,2015-05-20
Resort Hotel,0,129,2015,August,32,6,0,3,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,0.0,0.0,0,Transient-Party,126.0,0,1,Check-Out,2015-08-09
Resort Hotel,0,52,2015,August,32,6,1,3,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0.0,0,Transient,173.0,0,0,Check-Out,2015-08-10
Resort Hotel,0,65,2015,August,32,6,2,3,2,0.0,0,hb,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,142.0,0.0,0,Transient,149.2,0,0,Check-Out,2015-08-11
Resort Hotel,0,3,2015,August,32,6,2,4,2,0.0,0,bb,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,181.5,0,3,Check-Out,2015-08-12
Resort Hotel,0,87,2015,August,32,6,2,6,2,0.0,0,bb,RUS,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,0.0,0,Transient,154.0,0,2,Check-Out,2015-08-14
Resort Hotel,0,51,2015,August,32,6,2,6,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,173.0,0,0,Check-Out,2015-08-14
Resort Hotel,0,4,2015,August,32,7,0,0,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,E,I,0,No Deposit,240.0,0.0,0,Transient,0.0,0,2,Check-Out,2015-08-07
Resort Hotel,0,1,2015,August,32,7,0,1,2,0.0,0,bb,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,0.0,144.0,0,Transient,114.0,0,0,Check-Out,2015-08-08
Resort Hotel,1,45,2015,August,32,7,0,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,173.0,0,0,Canceled,2015-07-27
Resort Hotel,0,4,2015,August,32,7,0,2,2,0.0,0,bb,GBR,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240.0,0.0,0,Transient,191.0,0,3,Check-Out,2015-08-09
Resort Hotel,1,53,2015,August,32,7,1,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,173.0,0,0,Canceled,2015-06-22
Resort Hotel,0,52,2015,August,32,7,1,2,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,250.0,0.0,0,Transient,173.0,0,1,Check-Out,2015-08-10
Resort Hotel,0,98,2015,August,32,7,2,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,134.0,0,2,Check-Out,2015-08-11
Resort Hotel,1,46,2015,August,32,7,2,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,153.0,0,0,Canceled,2015-07-14
Resort Hotel,1,122,2015,August,32,7,2,2,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,186.0,0,1,Canceled,2015-04-13
Resort Hotel,0,83,2015,August,32,7,2,2,2,0.0,0,bb,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,0.0,0,Transient-Party,107.2,0,2,Check-Out,2015-08-11
Resort Hotel,1,113,2015,August,32,7,2,5,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105.0,0.0,0,Transient-Party,154.38,0,1,Canceled,2015-05-14
Resort Hotel,0,65,2015,August,32,7,2,7,2,0.0,0,bb,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,121.39,1,1,Check-Out,2015-08-16
Resort Hotel,0,0,2015,August,32,8,0,1,2,0.0,0,bb,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,171.9,1,0,Check-Out,2015-08-09
Resort Hotel,1,87,2015,August,32,8,0,1,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,164.0,0,1,Canceled,2015-07-27
Resort Hotel,1,106,2015,August,32,8,1,1,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,134.0,0,1,Canceled,2015-07-09
Resort Hotel,0,4,2015,August,32,8,2,1,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,172.0,0,3,Check-Out,2015-08-11
Resort Hotel,0,5,2015,August,32,8,2,1,2,0.0,0,bb,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,157.59,0,1,Check-Out,2015-08-11
Resort Hotel,1,137,2015,August,32,8,2,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,108.54,0,1,Canceled,2015-04-06
Resort Hotel,1,67,2015,August,32,8,2,4,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,186.0,0,0,Canceled,2015-06-17
Resort Hotel,1,87,2015,August,32,8,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,154.0,0,1,Canceled,2015-05-19
Resort Hotel,1,54,2015,August,32,8,2,5,2,0.0,0,hb,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,200.71,0,0,No-Show,2015-08-08
Resort Hotel,1,84,2015,August,32,8,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,134.0,0,2,Canceled,2015-05-16
Resort Hotel,1,106,2015,August,32,8,2,5,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0.0,0,Transient,119.7,0,1,Canceled,2015-08-08
Resort Hotel,0,136,2015,August,32,8,2,5,2,0.0,0,bb,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0.0,0,Contract,90.95,0,1,Check-Out,2015-08-15
Resort Hotel,0,98,2015,August,32,8,2,5,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,127.0,0.0,0,Transient,138.0,0,0,Check-Out,2015-08-15
Resort Hotel,1,91,2015,August,32,8,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,134.0,0,1,Canceled,2015-05-14
Resort Hotel,0,0,2015,August,33,9,1,0,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0.0,0.0,0,Transient,195.0,0,0,Check-Out,2015-08-10
Resort Hotel,0,5,2015,August,33,9,1,0,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,306.0,0.0,0,Transient,127.31,0,0,Check-Out,2015-08-10
Resort Hotel,0,2,2015,August,33,9,1,0,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,134.0,0,1,Check-Out,2015-08-10
Resort Hotel,0,82,2015,August,33,9,2,2,2,0.0,0,bb,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,154.0,0,0,Check-Out,2015-08-13
Resort Hotel,1,65,2015,August,33,9,2,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,145.4,0,0,Canceled,2015-06-22
Resort Hotel,0,55,2015,August,33,9,2,4,2,0.0,0,hb,MEX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient,179.38,0,0,Check-Out,2015-08-15
Resort Hotel,1,122,2015,August,33,9,2,4,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,166.0,0,2,Canceled,2015-05-27
Resort Hotel,1,41,2015,August,33,9,2,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,172.0,0,2,Canceled,2015-07-17
Resort Hotel,0,59,2015,August,33,9,2,5,2,0.0,0,bb,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Transient,104.0,0,0,Check-Out,2015-08-16
Resort Hotel,0,72,2015,August,33,9,2,5,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149.0,0.0,0,Transient,133.0,0,1,Check-Out,2015-08-16
Resort Hotel,0,81,2015,August,33,9,2,5,2,0.0,0,hb,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Transient,130.0,0,0,Check-Out,2015-08-16
Resort Hotel,1,72,2015,August,33,9,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,154.0,0,0,Canceled,2015-06-08
Resort Hotel,0,68,2015,August,33,9,2,5,2,0.0,0,bb,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0.0,0,Transient,106.4,0,0,Check-Out,2015-08-16
Resort Hotel,0,5,2015,August,33,10,0,0,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,0.0,0,Transient,0.0,0,2,Check-Out,2015-08-10
Resort Hotel,1,47,2015,August,33,10,1,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,192.0,0,1,Canceled,2015-06-25
Resort Hotel,1,72,2015,August,33,10,1,1,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,0,Canceled,2015-06-04
Resort Hotel,1,139,2015,August,33,10,1,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,147.6,0,1,Canceled,2015-05-09
Resort Hotel,0,112,2015,August,33,10,1,4,2,0.0,0,bb,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,258.0,0.0,0,Transient,129.0,0,0,Check-Out,2015-08-15
Resort Hotel,0,35,2015,August,33,10,1,5,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,147.07,0,1,Check-Out,2015-08-16
Resort Hotel,1,75,2015,August,33,10,1,5,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0.0,0,Transient,107.2,0,0,Canceled,2015-06-02
Resort Hotel,0,136,2015,August,33,10,1,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,179.1,1,1,Check-Out,2015-08-16
Resort Hotel,0,35,2015,August,33,10,1,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,164.65,0,1,Check-Out,2015-08-16
Resort Hotel,1,77,2015,August,33,10,1,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,134.0,0,0,Canceled,2015-07-08
Resort Hotel,1,38,2015,August,33,10,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,185.57,0,2,Canceled,2015-07-14
Resort Hotel,1,60,2015,August,33,10,3,5,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient,175.0,0,1,Canceled,2015-06-22
Resort Hotel,0,76,2015,August,33,10,3,8,2,0.0,0,hb,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,169.0,0,1,Check-Out,2015-08-21
Resort Hotel,0,90,2015,August,33,11,0,0,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,0.0,0,2,Check-Out,2015-08-11
Resort Hotel,0,90,2015,August,33,11,0,0,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,0.0,0,2,Check-Out,2015-08-11
Resort Hotel,1,87,2015,August,33,11,0,2,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,0.0,0,Transient,134.0,0,0,Canceled,2015-08-05
Resort Hotel,1,74,2015,August,33,11,0,2,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,0.0,0,Transient,134.0,0,1,Canceled,2015-07-20
Resort Hotel,1,120,2015,August,33,11,0,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,1,Canceled,2015-06-11
Resort Hotel,1,116,2015,August,33,11,0,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,164.0,0,0,Canceled,2015-06-01
Resort Hotel,1,83,2015,August,33,11,0,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,0,Canceled,2015-05-23
Resort Hotel,0,80,2015,August,33,11,0,4,2,0.0,0,bb,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,154.0,0,0,Check-Out,2015-08-15
Resort Hotel,1,117,2015,August,33,11,0,5,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient-Party,186.0,0,1,Canceled,2015-04-20
Resort Hotel,0,70,2015,August,33,11,0,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,154.0,0,0,Check-Out,2015-08-16
Resort Hotel,0,68,2015,August,33,11,2,5,2,0.0,0,hb,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,156.73,0,0,Check-Out,2015-08-18
Resort Hotel,1,69,2015,August,33,11,2,5,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,156.73,0,0,Canceled,2015-06-04
Resort Hotel,1,85,2015,August,33,11,0,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,0.0,0,Transient,134.0,0,2,Canceled,2015-06-30
Resort Hotel,1,102,2015,August,33,11,0,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,134.0,0,1,Canceled,2015-05-06
Resort Hotel,1,80,2015,August,33,11,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,98.02,0,0,Canceled,2015-05-23
Resort Hotel,1,85,2015,August,33,11,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,0,Canceled,2015-05-23
Resort Hotel,0,47,2015,August,33,12,0,3,2,0.0,0,hb,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,157.08,0,2,Check-Out,2015-08-15
Resort Hotel,1,55,2015,August,33,12,2,5,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,133.21,0,0,Canceled,2015-06-19
Resort Hotel,1,68,2015,August,33,12,2,6,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,173.5,0,0,Canceled,2015-08-11
Resort Hotel,0,128,2015,August,33,12,2,8,2,0.0,0,bb,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0.0,0,Transient-Party,90.95,0,1,Check-Out,2015-08-22
Resort Hotel,0,78,2015,August,33,12,1,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,134.0,0,0,Check-Out,2015-08-17
Resort Hotel,0,0,2015,August,33,13,0,1,2,0.0,0,bb,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,0.0,0,Transient,172.0,0,1,Check-Out,2015-08-14
Resort Hotel,0,9,2015,August,33,13,0,1,2,0.0,0,bb,CN,Corporate,Corporate,0,0,0,E,F,0,No Deposit,110.0,0.0,0,Transient,184.45,1,0,Check-Out,2015-08-14
Resort Hotel,1,9,2015,August,33,13,0,1,2,0.0,0,bb,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,110.0,0.0,0,Transient,184.45,0,0,Canceled,2015-08-13
Resort Hotel,1,120,2015,August,33,13,0,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,0,Canceled,2015-06-22
Resort Hotel,1,72,2015,August,33,13,0,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,0.0,0,Transient,114.14,0,1,Canceled,2015-06-02
Resort Hotel,0,23,2015,August,33,13,0,3,2,0.0,0,bb,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,142.0,0.0,0,Contract,168.8,0,0,Check-Out,2015-08-16
Resort Hotel,1,8,2015,August,33,13,0,3,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,178.33,0,2,Canceled,2015-08-12
Resort Hotel,0,135,2015,August,33,13,1,3,2,0.0,0,hb,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,196.0,0,1,Check-Out,2015-08-17
Resort Hotel,0,76,2015,August,33,13,1,3,2,0.0,0,bb,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,0.0,0,Transient,87.91,0,1,Check-Out,2015-08-17
Resort Hotel,1,23,2015,August,33,13,2,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,187.2,0,2,Canceled,2015-07-29
Resort Hotel,0,87,2015,August,33,13,2,3,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240.0,0.0,0,Transient,154.0,0,2,Check-Out,2015-08-18
Resort Hotel,1,89,2015,August,33,13,2,5,2,0.0,0,bb,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,142.0,0.0,0,Contract,107.2,0,2,Canceled,2015-08-11
Resort Hotel,0,51,2015,August,33,14,0,0,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,0.0,0,2,Check-Out,2015-08-14
Resort Hotel,0,0,2015,August,33,14,0,1,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,0.0,0.0,0,Transient,173.0,0,0,Check-Out,2015-08-15
Resort Hotel,0,0,2015,August,33,14,0,1,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,0.0,0,Transient-Party,172.0,0,2,Check-Out,2015-08-15
Resort Hotel,0,0,2015,August,33,14,0,1,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0.0,0,Transient,120.6,0,0,Check-Out,2015-08-15
Resort Hotel,0,0,2015,August,33,14,0,1,2,0.0,0,bb,CHN,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,0.0,0,Transient-Party,172.0,0,2,Check-Out,2015-08-15
Resort Hotel,1,84,2015,August,33,14,2,2,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0.0,0,Transient,133.0,0,0,Canceled,2015-05-29
Resort Hotel,1,63,2015,August,33,14,2,2,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,195.5,0,0,Canceled,2015-07-31
Resort Hotel,0,7,2015,August,33,14,2,2,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,167.25,0,0,Check-Out,2015-08-18
Resort Hotel,0,81,2015,August,33,14,2,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,166.0,1,0,Check-Out,2015-08-19
Resort Hotel,0,6,2015,August,33,14,2,3,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,195.8,1,1,Check-Out,2015-08-19
Resort Hotel,0,150,2015,August,33,14,2,5,2,0.0,0,bb,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71.0,0.0,0,Transient,96.3,0,1,Check-Out,2015-08-21
Resort Hotel,0,64,2015,August,33,14,2,5,2,0.0,0,bb,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71.0,0.0,0,Transient,107.0,0,0,Check-Out,2015-08-21
Resort Hotel,0,3,2015,August,33,15,1,1,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,250.0,0.0,0,Transient,182.5,0,1,Check-Out,2015-08-17
Resort Hotel,0,68,2015,August,33,15,2,2,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,146.0,0.0,0,Transient,157.0,0,1,Check-Out,2015-08-19
Resort Hotel,1,11,2015,August,33,15,2,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,158.4,0,2,Canceled,2015-08-06
Resort Hotel,1,80,2015,August,33,15,2,3,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,133.0,0,1,Canceled,2015-08-05
Resort Hotel,0,77,2015,August,33,15,2,3,2,0.0,0,hb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,0.0,0,Transient-Party,135.0,0,1,Check-Out,2015-08-20
Resort Hotel,0,93,2015,August,33,15,2,4,2,0.0,0,bb,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0.0,0,Transient,107.0,0,0,Check-Out,2015-08-21
